Sample ID	Method ID	Taxa-Level	Taxa-Name	# of Reads	% of Total	Avg-Score
10_D_B02_2010_12_17_2	2	family	Bacteroidales_incertae_sedis	15	0.38	1.00
10_D_B02_2010_12_17_2	2	family	Desulfobulbaceae	2	0.05	0.99
10_D_B02_2010_12_17_2	2	genus	Olsenella	60	1.50	0.99
10_D_B02_2010_12_17_2	2	genus	Slackia	9	0.23	0.98
10_D_B02_2010_12_17_2	2	genus	Actinomyces	92	2.31	0.98
10_D_B02_2010_12_17_2	2	genus	Corynebacterium	8	0.20	0.99
10_D_B02_2010_12_17_2	2	genus	TM7_genera_incertae_sedis	3	0.08	1.00
10_D_B02_2010_12_17_2	2	genus	SR1_genera_incertae_sedis	3	0.08	1.00
10_D_B02_2010_12_17_2	2	genus	Johnsonella	9	0.23	0.96
10_D_B02_2010_12_17_2	2	genus	Peptococcus	9	0.23	0.85
10_D_B02_2010_12_17_2	2	genus	Peptostreptococcaceae_incertae_sedis	1	0.03	0.99
10_D_B02_2010_12_17_2	2	genus	Capnocytophaga	9	0.23	1.00
10_D_B02_2010_12_17_2	2	genus	Oribacterium	5	0.13	0.98
10_D_B02_2010_12_17_2	2	genus	Peptostreptococcus	89	2.23	1.00
10_D_B02_2010_12_17_2	2	genus	Fusobacterium	199	4.99	1.00
10_D_B02_2010_12_17_2	2	genus	Eubacterium	40	1.00	0.99
10_D_B02_2010_12_17_2	2	genus	Leptotrichia	92	2.31	1.00
10_D_B02_2010_12_17_2	2	genus	Kingella	2	0.05	1.00
10_D_B02_2010_12_17_2	2	genus	Porphyromonas	1814	45.48	1.00
10_D_B02_2010_12_17_2	2	genus	Selenomonas	22	0.55	0.98
10_D_B02_2010_12_17_2	2	genus	Neisseria	1	0.03	0.86
10_D_B02_2010_12_17_2	2	genus	Bacteroides	10	0.25	0.86
10_D_B02_2010_12_17_2	2	genus	Campylobacter	9	0.23	1.00
10_D_B02_2010_12_17_2	2	genus	Filifactor	56	1.40	1.00
10_D_B02_2010_12_17_2	2	genus	Desulfobulbus	2	0.05	0.98
10_D_B02_2010_12_17_2	2	genus	Tannerella	59	1.48	1.00
10_D_B02_2010_12_17_2	2	genus	Dialister	13	0.33	0.98
10_D_B02_2010_12_17_2	2	genus	Pseudoramibacter	8	0.20	0.98
10_D_B02_2010_12_17_2	2	genus	Catonella	24	0.60	0.98
10_D_B02_2010_12_17_2	2	genus	Thermovirga	3	0.08	0.85
10_D_B02_2010_12_17_2	2	genus	Streptococcus	2	0.05	1.00
10_D_B02_2010_12_17_2	2	genus	Prevotella	213	5.34	0.95
10_D_B02_2010_12_17_2	2	genus	Phocaeicola	15	0.38	1.00
10_D_B02_2010_12_17_2	2	genus	Erysipelotrichaceae_incertae_sedis	5	0.13	1.00
10_D_B02_2010_12_17_2	2	genus	Treponema	356	8.92	0.99
10_D_B02_2010_12_17_2	2	genus	Parvimonas	8	0.20	1.00
10_D_B02_2010_12_17_2	2	genus	Mycoplasma	5	0.13	1.00
10_D_B02_2010_12_17_2	2	genus	Mogibacterium	2	0.05	1.00
10_D_B02_2010_12_17_2	2	genus	Bulleidia	2	0.05	1.00
10_D_B02_2010_12_17_2	2	genus	Clostridium XIX	1	0.03	0.85
10_D_B02_2010_12_17_2	2	genus	Anaerovorax	8	0.20	0.92
10_S_B01_2010_12_17_2	2	rootrank	Root	8751	100.00	1.00
10_S_B01_2010_12_17_2	2	domain	Bacteria	8748	99.97	1.00
10_S_B01_2010_12_17_2	2	phylum	Spirochaetes	341	3.90	0.99
10_S_B01_2010_12_17_2	2	phylum	Chloroflexi	1	0.01	0.98
10_S_B01_2010_12_17_2	2	phylum	TM7	29	0.33	1.00
10_S_B01_2010_12_17_2	2	phylum	Firmicutes	1983	22.66	1.00
10_S_B01_2010_12_17_2	2	phylum	Bacteroidetes	2330	26.63	1.00
10_S_B01_2010_12_17_2	2	phylum	Synergistetes	99	1.13	0.93
10_S_B01_2010_12_17_2	2	phylum	Actinobacteria	1652	18.88	1.00
10_S_B01_2010_12_17_2	2	phylum	Tenericutes	8	0.09	0.96
10_S_B01_2010_12_17_2	2	phylum	Cyanobacteria/Chloroplast	2	0.02	1.00
10_S_B01_2010_12_17_2	2	phylum	SR1	1	0.01	1.00
10_S_B01_2010_12_17_2	2	phylum	Fusobacteria	1242	14.19	1.00
10_S_B01_2010_12_17_2	2	phylum	Proteobacteria	782	8.94	1.00
10_S_B01_2010_12_17_2	2	class	Spirochaetes	341	3.90	0.99
10_S_B01_2010_12_17_2	2	class	Betaproteobacteria	351	4.01	0.99
10_S_B01_2010_12_17_2	2	class	Synergistia	99	1.13	0.93
10_S_B01_2010_12_17_2	2	class	Bacteroidia	2061	23.55	0.99
10_S_B01_2010_12_17_2	2	class	Gammaproteobacteria	342	3.91	1.00
10_S_B01_2010_12_17_2	2	class	Flavobacteria	198	2.26	0.99
10_S_B01_2010_12_17_2	2	class	Alphaproteobacteria	13	0.15	1.00
10_S_B01_2010_12_17_2	2	class	Chloroplast	2	0.02	1.00
10_S_B01_2010_12_17_2	2	class	Mollicutes	8	0.09	0.96
10_S_B01_2010_12_17_2	2	class	Epsilonproteobacteria	56	0.64	1.00
10_S_B01_2010_12_17_2	2	class	Bacilli	1094	12.50	0.99
10_S_B01_2010_12_17_2	2	class	Erysipelotrichia	16	0.18	0.95
10_S_B01_2010_12_17_2	2	class	Anaerolineae	1	0.01	0.96
10_S_B01_2010_12_17_2	2	class	Fusobacteria	1242	14.19	1.00
10_S_B01_2010_12_17_2	2	class	Negativicutes	536	6.13	0.99
10_S_B01_2010_12_17_2	2	class	Actinobacteria	1652	18.88	1.00
10_S_B01_2010_12_17_2	2	class	Clostridia	300	3.43	0.99
10_S_B01_2010_12_17_2	2	class	Deltaproteobacteria	11	0.13	0.99
10_S_B01_2010_12_17_2	2	subclass	Actinobacteridae	1562	17.85	1.00
10_S_B01_2010_12_17_2	2	subclass	Coriobacteridae	81	0.93	1.00
10_S_B01_2010_12_17_2	2	suborder	Micrococcineae	95	1.09	0.98
10_S_B01_2010_12_17_2	2	suborder	Coriobacterineae	81	0.93	1.00
10_S_B01_2010_12_17_2	2	suborder	Corynebacterineae	500	5.71	0.98
10_S_B01_2010_12_17_2	2	suborder	Actinomycineae	622	7.11	0.98
10_S_B01_2010_12_17_2	2	suborder	Propionibacterineae	47	0.54	1.00
10_S_B01_2010_12_17_2	2	order	Cardiobacteriales	40	0.46	0.99
10_S_B01_2010_12_17_2	2	order	Pasteurellales	299	3.42	1.00
10_S_B01_2010_12_17_2	2	order	Neisseriales	338	3.86	0.99
10_S_B01_2010_12_17_2	2	order	Sphingomonadales	1	0.01	1.00
10_S_B01_2010_12_17_2	2	order	Clostridiales	300	3.43	0.99
10_S_B01_2010_12_17_2	2	order	Mycoplasmatales	8	0.09	0.96
10_S_B01_2010_12_17_2	2	order	Desulfobacterales	7	0.08	0.98
10_S_B01_2010_12_17_2	2	order	Lactobacillales	1043	11.92	0.99
10_S_B01_2010_12_17_2	2	order	Burkholderiales	8	0.09	0.97
10_S_B01_2010_12_17_2	2	order	Fusobacteriales	1242	14.19	1.00
10_S_B01_2010_12_17_2	2	order	Anaerolineales	1	0.01	0.96
10_S_B01_2010_12_17_2	2	order	Erysipelotrichales	16	0.18	0.95
10_S_B01_2010_12_17_2	2	order	Spirochaetales	341	3.90	0.99
10_S_B01_2010_12_17_2	2	order	Bacillales	30	0.34	1.00
10_S_B01_2010_12_17_2	2	order	Rhodocyclales	1	0.01	1.00
10_S_B01_2010_12_17_2	2	order	Rhizobiales	12	0.14	1.00
10_S_B01_2010_12_17_2	2	order	Flavobacteriales	198	2.26	0.99
10_S_B01_2010_12_17_2	2	order	Campylobacterales	56	0.64	1.00
10_S_B01_2010_12_17_2	2	order	Synergistales	99	1.13	0.93
10_S_B01_2010_12_17_2	2	order	Selenomonadales	536	6.13	0.99
10_S_B01_2010_12_17_2	2	order	Desulfovibrionales	4	0.05	0.99
10_S_B01_2010_12_17_2	2	order	Bacteroidales	2061	23.55	0.99
10_S_B01_2010_12_17_2	2	order	Coriobacteriales	81	0.93	1.00
10_S_B01_2010_12_17_2	2	order	Actinomycetales	1512	17.28	1.00
10_S_B01_2010_12_17_2	2	order	Bifidobacteriales	47	0.54	0.99
10_S_B01_2010_12_17_2	2	family	Coriobacteriaceae	81	0.93	1.00
10_S_B01_2010_12_17_2	2	family	Actinomycetaceae	622	7.11	0.98
10_S_B01_2010_12_17_2	2	family	Mycobacteriaceae	20	0.23	0.99
10_S_B01_2010_12_17_2	2	family	Corynebacteriaceae	466	5.33	0.98
10_S_B01_2010_12_17_2	2	family	Micrococcaceae	86	0.98	0.99
10_S_B01_2010_12_17_2	2	family	Propionibacteriaceae	47	0.54	1.00
10_S_B01_2010_12_17_2	2	family	Chloroplast	2	0.02	1.00
10_S_B01_2010_12_17_2	2	family	Leptotrichiaceae	603	6.89	1.00
10_S_B01_2010_12_17_2	2	family	Streptococcaceae	945	10.80	0.99
10_S_B01_2010_12_17_2	2	family	Sphingomonadaceae	1	0.01	1.00
10_S_B01_2010_12_17_2	2	family	Listeriaceae	2	0.02	1.00
10_S_B01_2010_12_17_2	2	family	Desulfomicrobiaceae	3	0.03	1.00
10_S_B01_2010_12_17_2	2	family	Cardiobacteriaceae	40	0.46	0.99
10_S_B01_2010_12_17_2	2	family	Eubacteriaceae	67	0.77	0.99
10_S_B01_2010_12_17_2	2	family	Neisseriaceae	338	3.86	0.99
10_S_B01_2010_12_17_2	2	family	Veillonellaceae	526	6.01	0.99
10_S_B01_2010_12_17_2	2	family	Burkholderiaceae	2	0.02	1.00
10_S_B01_2010_12_17_2	2	family	Staphylococcaceae	1	0.01	1.00
10_S_B01_2010_12_17_2	2	family	Methylobacteriaceae	12	0.14	1.00
10_S_B01_2010_12_17_2	2	family	Erysipelotrichaceae	16	0.18	0.95
10_S_B01_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XIII	13	0.15	0.94
10_S_B01_2010_12_17_2	2	family	Prevotellaceae	971	11.10	0.99
10_S_B01_2010_12_17_2	2	family	Lactobacillaceae	6	0.07	1.00
10_S_B01_2010_12_17_2	2	family	Mycoplasmataceae	8	0.09	0.96
10_S_B01_2010_12_17_2	2	family	Fusobacteriaceae	635	7.26	1.00
10_S_B01_2010_12_17_2	2	family	Spirochaetaceae	341	3.90	0.99
10_S_B01_2010_12_17_2	2	family	Peptococcaceae 1	1	0.01	0.83
10_S_B01_2010_12_17_2	2	family	Synergistaceae	99	1.13	0.93
10_S_B01_2010_12_17_2	2	family	Rhodocyclaceae	1	0.01	1.00
10_S_B01_2010_12_17_2	2	family	Campylobacteraceae	56	0.64	1.00
10_S_B01_2010_12_17_2	2	family	Porphyromonadaceae	992	11.34	0.99
10_S_B01_2010_12_17_2	2	family	Bacillales_Incertae Sedis XI	26	0.30	1.00
10_S_B01_2010_12_17_2	2	family	Carnobacteriaceae	29	0.33	0.96
10_S_B01_2010_12_17_2	2	family	Anaerolineaceae	1	0.01	0.96
10_S_B01_2010_12_17_2	2	family	Pasteurellaceae	299	3.42	1.00
10_S_B01_2010_12_17_2	2	family	Peptostreptococcaceae	43	0.49	0.97
10_S_B01_2010_12_17_2	2	family	Lachnospiraceae	91	1.04	0.97
10_S_B01_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XI	44	0.50	0.99
10_S_B01_2010_12_17_2	2	family	Bacteroidaceae	6	0.07	0.89
10_S_B01_2010_12_17_2	2	family	Flavobacteriaceae	196	2.24	0.99
10_S_B01_2010_12_17_2	2	family	Bacteroidales_incertae_sedis	18	0.21	1.00
10_S_B01_2010_12_17_2	2	family	Aerococcaceae	7	0.08	0.98
10_S_B01_2010_12_17_2	2	family	Desulfobulbaceae	7	0.08	0.98
10_S_B01_2010_12_17_2	2	family	Bifidobacteriaceae	47	0.54	0.99
10_S_B01_2010_12_17_2	2	genus	Bifidobacterium	18	0.21	1.00
10_S_B01_2010_12_17_2	2	genus	Scardovia	23	0.26	0.99
10_S_B01_2010_12_17_2	2	genus	Rothia	85	0.97	0.99
10_S_B01_2010_12_17_2	2	genus	Mycobacterium	20	0.23	0.99
10_S_B01_2010_12_17_2	2	genus	Corynebacterium	433	4.95	0.96
10_S_B01_2010_12_17_2	2	genus	Actinomyces	617	7.05	0.99
10_S_B01_2010_12_17_2	2	genus	Propionibacterium	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Atopobium	20	0.23	1.00
10_S_B01_2010_12_17_2	2	genus	Olsenella	57	0.65	0.99
10_S_B01_2010_12_17_2	2	genus	TM7_genera_incertae_sedis	29	0.33	1.00
10_S_B01_2010_12_17_2	2	genus	SR1_genera_incertae_sedis	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Streptophyta	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Ralstonia	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Shuttleworthia	5	0.06	0.97
10_S_B01_2010_12_17_2	2	genus	Johnsonella	8	0.09	0.99
10_S_B01_2010_12_17_2	2	genus	Peptococcus	1	0.01	0.83
10_S_B01_2010_12_17_2	2	genus	Centipeda	5	0.06	0.87
10_S_B01_2010_12_17_2	2	genus	Peptostreptococcaceae_incertae_sedis	2	0.02	0.97
10_S_B01_2010_12_17_2	2	genus	Dialister	12	0.14	1.00
10_S_B01_2010_12_17_2	2	genus	Peptostreptococcus	6	0.07	1.00
10_S_B01_2010_12_17_2	2	genus	Xylanibacter	2	0.02	0.82
10_S_B01_2010_12_17_2	2	genus	Aggregatibacter	256	2.93	0.99
10_S_B01_2010_12_17_2	2	genus	Oribacterium	22	0.25	0.97
10_S_B01_2010_12_17_2	2	genus	Abiotrophia	7	0.08	0.98
10_S_B01_2010_12_17_2	2	genus	Bergeriella	5	0.06	0.90
10_S_B01_2010_12_17_2	2	genus	Eubacterium	53	0.61	0.99
10_S_B01_2010_12_17_2	2	genus	Finegoldia	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Cardiobacterium	40	0.46	0.99
10_S_B01_2010_12_17_2	2	genus	Fusobacterium	598	6.83	0.99
10_S_B01_2010_12_17_2	2	genus	Staphylococcus	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Thermovirga	1	0.01	0.84
10_S_B01_2010_12_17_2	2	genus	Leptotrichia	583	6.66	1.00
10_S_B01_2010_12_17_2	2	genus	Granulicatella	28	0.32	0.95
10_S_B01_2010_12_17_2	2	genus	Kingella	38	0.43	0.93
10_S_B01_2010_12_17_2	2	genus	Sphingomonas	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Haemophilus	17	0.19	0.87
10_S_B01_2010_12_17_2	2	genus	Brochothrix	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Odoribacter	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Solobacterium	12	0.14	0.93
10_S_B01_2010_12_17_2	2	genus	Porphyromonas	753	8.60	0.99
10_S_B01_2010_12_17_2	2	genus	Selenomonas	124	1.42	0.98
10_S_B01_2010_12_17_2	2	genus	Neisseria	198	2.26	0.97
10_S_B01_2010_12_17_2	2	genus	Bacteroides	6	0.07	0.89
10_S_B01_2010_12_17_2	2	genus	Campylobacter	56	0.64	1.00
10_S_B01_2010_12_17_2	2	genus	Filifactor	35	0.40	0.97
10_S_B01_2010_12_17_2	2	genus	Gemella	26	0.30	1.00
10_S_B01_2010_12_17_2	2	genus	Schwartzia	1	0.01	0.80
10_S_B01_2010_12_17_2	2	genus	Sneathia	1	0.01	0.86
10_S_B01_2010_12_17_2	2	genus	Desulfobulbus	7	0.08	0.97
10_S_B01_2010_12_17_2	2	genus	Tannerella	100	1.14	0.98
10_S_B01_2010_12_17_2	2	genus	Shinella	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Anaeroglobus	5	0.06	0.99
10_S_B01_2010_12_17_2	2	genus	Prevotella	879	10.04	0.99
10_S_B01_2010_12_17_2	2	genus	Streptococcus	943	10.78	0.99
10_S_B01_2010_12_17_2	2	genus	Bulleidia	4	0.05	1.00
10_S_B01_2010_12_17_2	2	genus	Hallella	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Paludibacter	13	0.15	0.82
10_S_B01_2010_12_17_2	2	genus	Syntrophococcus	1	0.01	0.81
10_S_B01_2010_12_17_2	2	genus	Phocaeicola	18	0.21	1.00
10_S_B01_2010_12_17_2	2	genus	Pseudoramibacter	14	0.16	1.00
10_S_B01_2010_12_17_2	2	genus	Veillonella	309	3.53	0.99
10_S_B01_2010_12_17_2	2	genus	Lactobacillus	6	0.07	1.00
10_S_B01_2010_12_17_2	2	genus	Burkholderia	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Desulfomicrobium	3	0.03	1.00
10_S_B01_2010_12_17_2	2	genus	Actinobacillus	4	0.05	0.86
10_S_B01_2010_12_17_2	2	genus	Streptobacillus	1	0.01	0.90
10_S_B01_2010_12_17_2	2	genus	Treponema	340	3.89	0.99
10_S_B01_2010_12_17_2	2	genus	Parvimonas	42	0.48	0.99
10_S_B01_2010_12_17_2	2	genus	Eikenella	1	0.01	0.93
10_S_B01_2010_12_17_2	2	genus	Mycoplasma	8	0.09	0.96
10_S_B01_2010_12_17_2	2	genus	Mogibacterium	8	0.09	0.96
10_S_B01_2010_12_17_2	2	genus	Catonella	10	0.11	1.00
10_S_B01_2010_12_17_2	2	genus	Clostridium XIX	4	0.05	0.89
10_S_B01_2010_12_17_2	2	genus	Anaerovorax	5	0.06	0.92
10_S_B01_2010_12_17_2	2	genus	Methylobacterium	12	0.14	1.00
10_S_B01_2010_12_17_2	2	genus	Capnocytophaga	176	2.01	0.99
11_D_B04_2010_12_17_2	2	rootrank	Root	9478	100.00	1.00
11_D_B04_2010_12_17_2	2	domain	Bacteria	9449	99.69	1.00
11_D_B04_2010_12_17_2	2	phylum	Spirochaetes	179	1.89	0.99
11_D_B04_2010_12_17_2	2	phylum	Proteobacteria	66	0.70	0.98
11_D_B04_2010_12_17_2	2	phylum	TM7	48	0.51	0.98
11_D_B04_2010_12_17_2	2	phylum	Firmicutes	1387	14.63	0.98
11_D_B04_2010_12_17_2	2	phylum	Bacteroidetes	4154	43.83	0.99
11_D_B04_2010_12_17_2	2	phylum	Chloroflexi	9	0.09	0.94
11_D_B04_2010_12_17_2	2	phylum	Actinobacteria	374	3.95	0.97
11_D_B04_2010_12_17_2	2	phylum	Tenericutes	40	0.42	0.99
11_D_B04_2010_12_17_2	2	phylum	Fusobacteria	2239	23.62	0.99
11_D_B04_2010_12_17_2	2	phylum	Synergistetes	108	1.14	0.94
11_D_B04_2010_12_17_2	2	class	Spirochaetes	179	1.89	0.99
11_D_B04_2010_12_17_2	2	class	Synergistia	108	1.14	0.94
11_D_B04_2010_12_17_2	2	class	Bacteroidia	4118	43.45	0.99
11_D_B04_2010_12_17_2	2	class	Gammaproteobacteria	8	0.08	0.94
11_D_B04_2010_12_17_2	2	class	Mollicutes	40	0.42	0.99
11_D_B04_2010_12_17_2	2	class	Epsilonproteobacteria	11	0.12	0.99
11_D_B04_2010_12_17_2	2	class	Actinobacteria	374	3.95	0.97
11_D_B04_2010_12_17_2	2	class	Erysipelotrichia	57	0.60	0.98
11_D_B04_2010_12_17_2	2	class	Anaerolineae	9	0.09	0.93
11_D_B04_2010_12_17_2	2	class	Fusobacteria	2239	23.62	0.99
11_D_B04_2010_12_17_2	2	class	Clostridia	517	5.45	0.98
11_D_B04_2010_12_17_2	2	class	Bacilli	106	1.12	0.98
11_D_B04_2010_12_17_2	2	class	Negativicutes	576	6.08	0.98
11_D_B04_2010_12_17_2	2	class	Deltaproteobacteria	46	0.49	0.98
11_D_B04_2010_12_17_2	2	subclass	Actinobacteridae	222	2.34	0.97
11_D_B04_2010_12_17_2	2	subclass	Coriobacteridae	134	1.41	0.97
11_D_B04_2010_12_17_2	2	suborder	Micrococcineae	21	0.22	0.97
11_D_B04_2010_12_17_2	2	suborder	Coriobacterineae	134	1.41	0.97
11_D_B04_2010_12_17_2	2	suborder	Corynebacterineae	3	0.03	0.90
11_D_B04_2010_12_17_2	2	suborder	Actinomycineae	63	0.66	0.96
11_D_B04_2010_12_17_2	2	suborder	Propionibacterineae	14	0.15	0.97
11_D_B04_2010_12_17_2	2	order	Lactobacillales	101	1.07	0.98
11_D_B04_2010_12_17_2	2	order	Pasteurellales	6	0.06	0.94
11_D_B04_2010_12_17_2	2	order	Fusobacteriales	2239	23.62	0.99
11_D_B04_2010_12_17_2	2	order	Cardiobacteriales	1	0.01	0.95
11_D_B04_2010_12_17_2	2	order	Anaerolineales	9	0.09	0.93
11_D_B04_2010_12_17_2	2	order	Campylobacterales	10	0.11	1.00
11_D_B04_2010_12_17_2	2	order	Clostridiales	517	5.45	0.98
11_D_B04_2010_12_17_2	2	order	Synergistales	108	1.14	0.94
11_D_B04_2010_12_17_2	2	order	Erysipelotrichales	57	0.60	0.98
11_D_B04_2010_12_17_2	2	order	Spirochaetales	179	1.89	0.99
11_D_B04_2010_12_17_2	2	order	Mycoplasmatales	40	0.42	0.99
11_D_B04_2010_12_17_2	2	order	Bacteroidales	4118	43.45	0.99
11_D_B04_2010_12_17_2	2	order	Desulfovibrionales	44	0.46	0.99
11_D_B04_2010_12_17_2	2	order	Bacillales	1	0.01	0.83
11_D_B04_2010_12_17_2	2	order	Selenomonadales	576	6.08	0.98
11_D_B04_2010_12_17_2	2	order	Coriobacteriales	134	1.41	0.97
11_D_B04_2010_12_17_2	2	order	Actinomycetales	157	1.66	0.97
11_D_B04_2010_12_17_2	2	order	Bifidobacteriales	52	0.55	0.97
